level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
ba0cf8a2-2d1f-481f-9c3b-2599a6124595,Level 1,Player 1,easy,15.53,327,23,47,"platformer,speedrun",0.136,0.285,0.327,0.757,2024-12-23 04:37:18.282884,1.0
9c452de1-419f-47c2-9db9-71bc33ac4c74,Level 2,Player 2,normal,16.09,865,96,37,"puzzle,technical",0.913,0.599,0.854,0.258,2024-12-23 04:37:18.282884,1.0
aef22523-907a-45f1-a383-b67d48b3d160,Level 3,Player 3,hard,20.37,731,45,403,"platformer,speedrun",0.578,0.282,0.377,0.224,2024-12-23 04:37:18.282884,1.0
f22e1b3e-488c-4aca-8d4c-327eeb1e3fc0,Level 4,Player 4,expert,2.65,989,45,213,"puzzle,technical",0.373,0.014,0.502,0.625,2024-12-23 04:37:18.282884,1.0
2871f64f-53a7-46d4-8091-ca8e8f8fd594,Level 5,Player 5,easy,22.07,302,22,151,"platformer,speedrun",0.163,0.187,0.837,0.821,2024-12-23 04:37:18.282884,1.0
a83bb33b-00e7-4f52-8296-7b69ad218040,Level 6,Player 6,normal,65.02,492,60,272,"puzzle,technical",0.626,0.899,0.777,0.484,2024-12-23 04:37:18.282884,1.0
d6a86fd3-3347-4ab1-a048-8bca133f9559,Level 7,Player 7,hard,99.59,479,98,286,"platformer,speedrun",0.356,0.062,0.467,0.252,2024-12-23 04:37:18.282884,1.0
109a7803-933b-41d5-855a-10deb9dd3830,Level 8,Player 8,expert,27.59,40,79,152,"puzzle,technical",0.428,0.393,0.706,0.089,2024-12-23 04:37:18.282884,1.0
f6b23cbd-3179-405b-82bf-23bc658462ec,Level 9,Player 9,easy,4.97,326,20,409,"platformer,speedrun",0.831,0.604,0.576,0.535,2024-12-23 04:37:18.282884,1.0
3ae50b5d-9c8e-484a-a2b8-ff7741f43503,Level 10,Player 10,normal,6.85,707,94,25,"puzzle,technical",0.6,0.627,0.147,0.141,2024-12-23 04:37:18.282884,1.0
42b128b4-aecb-476a-8df5-800e4b9168d3,Level 11,Player 1,hard,34.5,416,2,121,"platformer,speedrun",0.375,0.76,0.957,0.382,2024-12-23 04:37:18.282884,1.0
