level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
ce81443f-925b-44ab-88e3-cb62ee79955d,Level 1,Player 1,easy,80.96,777,46,165,"platformer,speedrun",0.484,0.485,0.238,0.605,2024-12-23 04:36:35.718655,1.0
0c84bed5-b90b-488e-9768-da2e05e1859b,Level 2,Player 2,normal,75.35,830,14,458,"puzzle,technical",0.764,0.676,0.278,0.367,2024-12-23 04:36:35.718655,1.0
d6cd33d2-37e9-42fc-b21a-2b2f30653759,Level 3,Player 3,hard,52.09,96,17,211,"platformer,speedrun",0.672,0.608,0.248,0.104,2024-12-23 04:36:35.718655,1.0
d2333178-30b8-47d6-880d-17b1cd4c0980,Level 4,Player 4,expert,8.85,866,22,164,"puzzle,technical",0.718,0.805,0.017,0.709,2024-12-23 04:36:35.718655,1.0
5c1826ec-8d92-4916-b15e-4036f5ac109f,Level 5,Player 5,easy,96.02,107,11,200,"platformer,speedrun",0.709,0.71,0.596,0.419,2024-12-23 04:36:35.718655,1.0
07dbfe9d-4264-4031-afa9-2cb453509183,Level 6,Player 6,normal,54.3,736,17,209,"puzzle,technical",0.77,0.876,0.723,0.486,2024-12-23 04:36:35.718655,1.0
33dfde68-9bff-4db7-ad2e-f8758e29e672,Level 7,Player 7,hard,67.31,635,89,256,"platformer,speedrun",0.439,0.418,0.849,0.168,2024-12-23 04:36:35.718655,1.0
427800bf-7df9-4ef4-94ab-70c3787cab16,Level 8,Player 8,expert,28.84,555,63,441,"puzzle,technical",0.202,0.286,0.467,0.411,2024-12-23 04:36:35.718655,1.0
d21d7e24-049b-4f60-83ae-8094f989c4b3,Level 9,Player 9,easy,64.02,457,95,1,"platformer,speedrun",0.151,0.319,0.081,0.879,2024-12-23 04:36:35.718655,1.0
bb9ce19e-8a76-4627-b35b-b67f2cd3e1be,Level 10,Player 10,normal,62.36,563,99,179,"puzzle,technical",0.579,0.717,0.115,0.138,2024-12-23 04:36:35.718655,1.0
c1668780-088d-458e-8c7f-8a876bad6d78,Level 11,Player 1,hard,86.78,105,1,26,"platformer,speedrun",0.072,0.413,0.765,0.486,2024-12-23 04:36:35.718655,1.0
dbb54bec-2c9f-4de6-8e1d-5f64321cc2d0,Level 12,Player 2,expert,11.12,378,50,420,"puzzle,technical",0.953,0.998,0.443,0.257,2024-12-23 04:36:35.718655,1.0
20fd7a5f-a941-416f-a47e-d4d6882b8c16,Level 13,Player 3,easy,61.53,352,15,206,"platformer,speedrun",0.177,0.026,0.154,0.766,2024-12-23 04:36:35.718655,1.0
6505dd43-a329-4c82-87e2-10a3d79be7eb,Level 14,Player 4,normal,54.4,347,82,227,"puzzle,technical",0.883,0.858,0.429,0.056,2024-12-23 04:36:35.718655,1.0
cd9f8508-7d21-45e6-b74b-da5fc6c9f773,Level 15,Player 5,hard,78.96,484,49,1,"platformer,speedrun",0.927,0.143,0.023,0.068,2024-12-23 04:36:35.718655,1.0
6a77ebe5-621a-44cc-ad88-375fd0a1f7c0,Level 16,Player 6,expert,47.52,476,27,241,"puzzle,technical",0.426,0.808,0.102,0.345,2024-12-23 04:36:35.718655,1.0
88ea2995-a6ef-413a-9869-e2417d4e91f5,Level 17,Player 7,easy,0.94,430,31,472,"platformer,speedrun",0.923,0.408,0.005,0.303,2024-12-23 04:36:35.718655,1.0
e0c741da-d68f-4620-9ac1-85fc169b6623,Level 18,Player 8,normal,87.43,340,68,283,"puzzle,technical",0.152,0.034,0.481,0.293,2024-12-23 04:36:35.718655,1.0
2bf895bb-8a58-4f5a-bbe2-008940bc41f9,Level 19,Player 9,hard,21.04,896,63,247,"platformer,speedrun",0.917,0.307,0.766,0.708,2024-12-23 04:36:35.718655,1.0
df2fba14-247d-4fd7-8be3-4f89e3b0880f,Level 20,Player 10,expert,1.27,901,58,272,"puzzle,technical",0.974,0.356,0.256,0.411,2024-12-23 04:36:35.718655,1.0
ad7da6bc-e40e-4cea-b06b-000c00da45f2,Level 21,Player 1,easy,36.19,213,10,76,"platformer,speedrun",0.556,0.35,0.336,0.62,2024-12-23 04:36:35.718655,1.0
279d71b6-875a-45e8-81b2-98d5e9d381da,Level 22,Player 2,normal,21.85,292,21,443,"puzzle,technical",0.087,0.322,0.709,0.096,2024-12-23 04:36:35.718655,1.0
a51e5e41-6d5b-437a-b2dd-2d6b365a7f92,Level 23,Player 3,hard,94.25,866,16,49,"platformer,speedrun",0.693,0.832,0.609,0.737,2024-12-23 04:36:35.718655,1.0
856c9ae6-3778-479b-a737-53895e6bd206,Level 24,Player 4,expert,99.67,128,41,485,"puzzle,technical",0.99,0.653,0.926,0.218,2024-12-23 04:36:35.718655,1.0
08fca333-3ac0-4c1e-bc58-51a4732e86dd,Level 25,Player 5,easy,2.92,263,21,315,"platformer,speedrun",0.661,0.647,0.07,0.084,2024-12-23 04:36:35.718655,1.0
c10b37b0-3717-4cf2-92b6-4aa2a72ee973,Level 26,Player 6,normal,56.81,857,1,308,"puzzle,technical",0.704,0.947,0.492,0.744,2024-12-23 04:36:35.718655,1.0
786d53f8-0f73-4802-95aa-826627274c86,Level 27,Player 7,hard,14.5,925,86,391,"platformer,speedrun",0.681,0.185,0.515,0.483,2024-12-23 04:36:35.718655,1.0
