level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
ed9c7198-4ee1-4d79-902e-42c58400c181,Level 1,Player 1,easy,41.13,233,83,467,"platformer,speedrun",0.823,0.73,0.448,0.733,2024-12-24 11:29:52.075478,1.0
7169d6dd-d98f-4d75-a4ea-978b412026f3,Level 2,Player 2,normal,60.49,427,84,132,"puzzle,technical",0.267,0.619,0.598,0.063,2024-12-24 11:29:52.075478,1.0
19fe1c44-bcfe-460e-8dc4-877eae23ae4d,Level 3,Player 3,hard,16.94,661,49,368,"platformer,speedrun",0.85,0.716,0.983,0.621,2024-12-24 11:29:52.075478,1.0
de60ebad-0c0a-4aa7-b136-eb60c3f5766a,Level 4,Player 4,expert,64.96,32,13,65,"puzzle,technical",0.293,0.39,0.432,0.169,2024-12-24 11:29:52.075478,1.0
f7dcdcab-19df-4516-8315-4ae1d207aa53,Level 5,Player 5,easy,39.89,321,2,241,"platformer,speedrun",0.699,0.882,0.363,0.028,2024-12-24 11:29:52.075478,1.0
d9c498b1-6795-43af-8784-a3f7e43b35f1,Level 6,Player 6,normal,42.21,53,20,491,"puzzle,technical",0.766,0.815,0.856,0.552,2024-12-24 11:29:52.075478,1.0
c17c44ad-7026-48d9-833f-57e8ac897ae8,Level 7,Player 7,hard,31.54,420,83,361,"platformer,speedrun",0.469,0.473,0.585,0.602,2024-12-24 11:29:52.075478,1.0
55d91b16-3713-4111-9a13-bdac453f9563,Level 8,Player 8,expert,53.8,242,27,350,"puzzle,technical",0.136,0.036,0.486,0.645,2024-12-24 11:29:52.075478,1.0
5f0ae7c7-7cb0-4b1b-b700-eaf542ef94ea,Level 9,Player 9,easy,39.93,702,23,317,"platformer,speedrun",0.007,0.268,0.17,0.251,2024-12-24 11:29:52.075478,1.0
2ea2fab3-9dce-4872-866e-5e7d2f027d95,Level 10,Player 10,normal,1.29,976,49,125,"puzzle,technical",0.584,0.613,0.748,0.599,2024-12-24 11:29:52.075478,1.0
8da6e9af-60ac-45ac-918a-ab62fd83359d,Level 11,Player 1,hard,54.33,955,67,5,"platformer,speedrun",0.221,0.067,0.339,0.696,2024-12-24 11:29:52.075478,1.0
aa8bf999-a6e8-42b0-a75f-236e07d28cae,Level 12,Player 2,expert,90.05,136,21,106,"puzzle,technical",0.965,0.38,0.931,0.512,2024-12-24 11:29:52.075478,1.0
0915e4a2-da6a-4ae0-80ff-e5ab44a4f439,Level 13,Player 3,easy,78.98,914,86,136,"platformer,speedrun",0.582,0.054,0.834,0.414,2024-12-24 11:29:52.075478,1.0
d893d5c3-d28a-445b-b498-a56d1fbc97a2,Level 14,Player 4,normal,93.46,489,14,237,"puzzle,technical",0.082,0.999,0.876,0.07,2024-12-24 11:29:52.075478,1.0
d68e9bc5-3a10-4c11-b1b7-d632832d91e7,Level 15,Player 5,hard,17.76,451,90,287,"platformer,speedrun",0.397,0.002,0.16,0.544,2024-12-24 11:29:52.075478,1.0
c9ed2c61-3908-4d30-90c6-1cdfcb399837,Level 16,Player 6,expert,88.83,772,92,426,"puzzle,technical",0.005,0.498,0.865,0.653,2024-12-24 11:29:52.075478,1.0
1d5d1733-aedb-4b7c-8f8a-00d8c4420829,Level 17,Player 7,easy,55.59,799,47,429,"platformer,speedrun",0.483,0.521,0.266,0.118,2024-12-24 11:29:52.075478,1.0
06231b19-8aba-4057-a3a3-18a9293264b9,Level 18,Player 8,normal,27.89,10,55,305,"puzzle,technical",0.314,0.058,0.928,0.957,2024-12-24 11:29:52.075478,1.0
f7627b11-4da6-49cd-b6fe-4ecb1eab58ea,Level 19,Player 9,hard,71.23,272,81,150,"platformer,speedrun",0.922,0.783,0.298,0.432,2024-12-24 11:29:52.075478,1.0
030e7056-2dc5-4eee-b148-7afd68e11958,Level 20,Player 10,expert,68.38,221,21,266,"puzzle,technical",0.998,0.373,0.354,0.814,2024-12-24 11:29:52.075478,1.0
d7d5b660-14eb-4cd9-8b8d-2b2edd928476,Level 21,Player 1,easy,79.25,51,90,262,"platformer,speedrun",0.565,0.646,0.388,0.321,2024-12-24 11:29:52.075478,1.0
595e58e3-d2ca-45f2-803f-fe62b91047e2,Level 22,Player 2,normal,83.3,757,34,302,"puzzle,technical",0.719,0.081,0.973,0.043,2024-12-24 11:29:52.075478,1.0
feb983ef-bfbf-49e0-8c83-9893ce6384f8,Level 23,Player 3,hard,31.98,392,77,246,"platformer,speedrun",0.637,0.14,0.546,0.58,2024-12-24 11:29:52.075478,1.0
c49c564f-ce82-44d4-bb3f-0bcaf7754a08,Level 24,Player 4,expert,50.52,701,79,356,"puzzle,technical",0.014,0.696,0.559,0.601,2024-12-24 11:29:52.075478,1.0
20aeb146-4ec0-4515-99d2-0a835656adff,Level 25,Player 5,easy,84.24,760,96,312,"platformer,speedrun",0.776,0.241,0.167,0.157,2024-12-24 11:29:52.075478,1.0
51cb6206-f3e1-4511-a48b-56aa55aecb05,Level 26,Player 6,normal,6.36,836,32,448,"puzzle,technical",0.09,0.808,0.423,0.601,2024-12-24 11:29:52.075478,1.0
ccfa8d96-3ff5-456d-b5fd-ff131a03fd9b,Level 27,Player 7,hard,14.17,203,9,56,"platformer,speedrun",0.36,0.551,0.687,0.634,2024-12-24 11:29:52.075478,1.0
3cdc2f3c-2359-4985-9f77-badb5b91d189,Level 28,Player 8,expert,17.13,633,42,157,"puzzle,technical",0.631,0.084,0.318,0.492,2024-12-24 11:29:52.075478,1.0
dfc57a9a-71a2-4533-b792-2eef76cf7e47,Level 29,Player 9,easy,14.75,203,62,156,"platformer,speedrun",0.099,0.218,0.34,0.27,2024-12-24 11:29:52.075478,1.0
e38a5c1f-bdc8-4b2d-9cb5-dafedb0e002b,Level 30,Player 10,normal,6.4,172,27,380,"puzzle,technical",0.479,0.14,0.647,0.661,2024-12-24 11:29:52.075478,1.0
f7757576-3dc3-4681-aff0-8a46cb5f3625,Level 31,Player 1,hard,66.54,677,13,407,"platformer,speedrun",0.352,0.368,0.579,0.475,2024-12-24 11:29:52.075478,1.0
4f8ebe6c-6f52-4f47-86e8-8b33d55f8058,Level 32,Player 2,expert,1.3,526,73,283,"puzzle,technical",0.804,0.189,0.605,0.97,2024-12-24 11:29:52.075478,1.0
12e1b5c6-c855-4273-8428-9cba4d7db006,Level 33,Player 3,easy,98.84,382,9,199,"platformer,speedrun",0.74,0.26,0.34,0.782,2024-12-24 11:29:52.075478,1.0
