level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
5fdc5c13-936d-4d5d-b7fa-96d7d8ab5d26,Level 1,Player 1,easy,73.34,482,38,73,"platformer,speedrun",0.839,0.637,0.531,0.39,2024-12-23 13:25:04.474234,1.0
2c2611de-476a-44e4-86cc-dc6a7937c2d9,Level 2,Player 2,normal,38.67,292,18,247,"puzzle,technical",0.335,0.441,0.599,0.041,2024-12-23 13:25:04.474234,1.0
ffff9ee0-ad8e-407f-8c18-3d8af3e10d60,Level 3,Player 3,hard,89.41,729,77,402,"platformer,speedrun",0.207,0.96,0.516,0.516,2024-12-23 13:25:04.474234,1.0
e58550d0-e95b-4d67-a2dc-29c2af7eb5e6,Level 4,Player 4,expert,51.33,568,65,443,"puzzle,technical",0.727,0.642,0.699,0.367,2024-12-23 13:25:04.474234,1.0
340d06bc-9be1-41bf-ab07-f734a1e868cc,Level 5,Player 5,easy,26.51,670,2,110,"platformer,speedrun",0.153,0.692,0.632,0.941,2024-12-23 13:25:04.474234,1.0
24c336ff-1d27-46f3-adc5-4f9b0f125eaa,Level 6,Player 6,normal,45.4,131,61,299,"puzzle,technical",0.394,0.067,0.654,0.634,2024-12-23 13:25:04.474234,1.0
5fbb28f2-1e87-4771-850e-b4262a7ade3c,Level 7,Player 7,hard,44.33,859,70,179,"platformer,speedrun",0.306,0.654,0.076,0.221,2024-12-23 13:25:04.474234,1.0
e530b219-2910-4532-b76a-b9be5188160c,Level 8,Player 8,expert,36.55,731,30,245,"puzzle,technical",0.088,0.985,0.55,0.914,2024-12-23 13:25:04.474234,1.0
2f2ffd32-9189-45b4-adec-d524f7e19561,Level 9,Player 9,easy,81.86,782,32,22,"platformer,speedrun",0.56,0.44,0.951,0.05,2024-12-23 13:25:04.474234,1.0
6aa0cd17-2df9-4205-b11d-7b9617e434d0,Level 10,Player 10,normal,72.59,207,47,198,"puzzle,technical",0.549,0.86,0.367,0.83,2024-12-23 13:25:04.474234,1.0
bb65dc76-5683-4b8f-8537-e34a7a22de77,Level 11,Player 1,hard,72.79,951,19,273,"platformer,speedrun",0.593,0.538,0.208,0.988,2024-12-23 13:25:04.474234,1.0
93bb45a9-e499-486b-a130-59affe4772c6,Level 12,Player 2,expert,65.62,167,65,17,"puzzle,technical",0.402,0.337,0.256,0.836,2024-12-23 13:25:04.474234,1.0
a9a139fb-8a1b-4b9c-92f6-d707e46fcbed,Level 13,Player 3,easy,90.65,390,36,96,"platformer,speedrun",0.98,0.21,0.717,0.744,2024-12-23 13:25:04.474234,1.0
60a23492-7b8f-4871-aacb-997541a79a55,Level 14,Player 4,normal,30.68,38,79,289,"puzzle,technical",0.598,0.592,0.134,0.734,2024-12-23 13:25:04.474234,1.0
293579ca-ac84-4296-b80a-b615b2e924a2,Level 15,Player 5,hard,17.98,436,71,424,"platformer,speedrun",0.784,0.604,0.651,0.813,2024-12-23 13:25:04.474234,1.0
9174b8d6-b46a-4b05-b5cf-3de95d4d99c7,Level 16,Player 6,expert,37.77,457,7,267,"puzzle,technical",0.548,0.841,0.431,0.552,2024-12-23 13:25:04.474234,1.0
999c18a6-aef6-4efd-bb5a-8252c245525d,Level 17,Player 7,easy,88.5,243,5,137,"platformer,speedrun",0.337,0.92,0.478,0.389,2024-12-23 13:25:04.474234,1.0
20ef50ec-c105-4a6c-a9f5-842d27986e94,Level 18,Player 8,normal,78.33,990,64,407,"puzzle,technical",0.862,0.127,0.589,0.197,2024-12-23 13:25:04.474234,1.0
9df43ad9-7245-4c4d-97a2-eca64c9631f8,Level 19,Player 9,hard,74.38,794,14,84,"platformer,speedrun",0.538,0.678,0.225,0.851,2024-12-23 13:25:04.474234,1.0
20cd3e10-08a4-4d95-b050-6e0c358874db,Level 20,Player 10,expert,81.6,784,7,34,"puzzle,technical",0.237,0.373,0.088,0.56,2024-12-23 13:25:04.474234,1.0
4ace0e78-4996-4493-8c9e-dd96e7059ea1,Level 21,Player 1,easy,70.55,57,52,200,"platformer,speedrun",0.837,0.288,0.061,0.774,2024-12-23 13:25:04.474234,1.0
bec5b39f-1519-46df-9082-2ae7c83d84fd,Level 22,Player 2,normal,6.47,954,58,371,"puzzle,technical",0.406,0.072,0.235,0.081,2024-12-23 13:25:04.474234,1.0
0e2e8a7a-408a-40c2-a233-e437920f4427,Level 23,Player 3,hard,23.37,458,63,400,"platformer,speedrun",0.569,0.905,0.01,0.527,2024-12-23 13:25:04.474234,1.0
2e68bd33-2541-41fc-a0b1-2c93822f8441,Level 24,Player 4,expert,38.27,412,87,332,"puzzle,technical",0.55,0.075,0.44,0.092,2024-12-23 13:25:04.474234,1.0
15b83da0-fd93-4aae-8479-2a8a81f62877,Level 25,Player 5,easy,68.23,120,22,76,"platformer,speedrun",0.79,0.704,0.654,0.699,2024-12-23 13:25:04.474234,1.0
79d64bad-981f-419c-8b09-c7e76aeb65da,Level 26,Player 6,normal,48.42,62,68,373,"puzzle,technical",0.018,0.856,0.525,0.423,2024-12-23 13:25:04.474234,1.0
9881c738-2d83-406e-a46f-2b2403c55d90,Level 27,Player 7,hard,99.98,162,44,350,"platformer,speedrun",0.269,0.304,0.232,0.78,2024-12-23 13:25:04.474234,1.0
11ebf4e3-690d-4eb2-8366-e3c3be3ec3cd,Level 28,Player 8,expert,90.32,784,15,134,"puzzle,technical",0.814,0.295,0.801,0.655,2024-12-23 13:25:04.474234,1.0
f026beee-6908-4606-85f8-c58be68cf01b,Level 29,Player 9,easy,1.31,988,95,487,"platformer,speedrun",0.088,0.897,0.616,0.139,2024-12-23 13:25:04.474234,1.0
39afce5b-8104-40eb-91ff-75d1a7878516,Level 30,Player 10,normal,27.66,183,6,110,"puzzle,technical",0.209,0.94,0.325,0.181,2024-12-23 13:25:04.474234,1.0
61e9e35c-c5d6-4680-9d06-026afc561ec0,Level 31,Player 1,hard,26.47,685,81,80,"platformer,speedrun",0.175,0.739,0.911,0.935,2024-12-23 13:25:04.474234,1.0
f424e725-28aa-4503-a0f1-db6094749cc5,Level 32,Player 2,expert,6.36,36,47,285,"puzzle,technical",0.075,0.111,0.51,0.575,2024-12-23 13:25:04.474234,1.0
8322c444-52e5-4307-a46d-54cb7c10c56e,Level 33,Player 3,easy,98.81,956,74,220,"platformer,speedrun",0.707,0.303,0.705,0.592,2024-12-23 13:25:04.474234,1.0
eab1cab4-ee2a-4116-80a9-f5c4962ef3f7,Level 34,Player 4,normal,73.52,973,37,448,"puzzle,technical",0.621,0.253,0.307,0.473,2024-12-23 13:25:04.474234,1.0
6694324c-4d00-42e2-bdf4-57324e93d7a8,Level 35,Player 5,hard,85.09,693,92,287,"platformer,speedrun",0.144,0.576,0.275,0.756,2024-12-23 13:25:04.474234,1.0
cdf8861e-93a6-4837-b2ad-9d08c85f3f11,Level 36,Player 6,expert,84.23,97,21,340,"puzzle,technical",0.758,0.419,0.72,0.453,2024-12-23 13:25:04.474234,1.0
2ded3534-c2e4-4091-89bd-9d0ff6ba82c7,Level 37,Player 7,easy,93.94,120,58,106,"platformer,speedrun",0.34,0.569,0.243,0.064,2024-12-23 13:25:04.474234,1.0
409f7a9f-0f70-4841-9d5c-eb3245b08128,Level 38,Player 8,normal,74.0,408,74,162,"puzzle,technical",0.396,0.074,0.738,0.666,2024-12-23 13:25:04.474234,1.0
3a76fe2b-9305-4e0a-9d21-6473f304c4cb,Level 39,Player 9,hard,2.37,551,3,372,"platformer,speedrun",0.98,0.424,0.408,0.226,2024-12-23 13:25:04.474234,1.0
1a898b72-8eed-4d71-95ae-aace0014eaba,Level 40,Player 10,expert,65.46,716,15,243,"puzzle,technical",0.157,0.878,0.703,0.424,2024-12-23 13:25:04.474234,1.0
1614e115-2cc1-4ea5-a38b-85089b59fbac,Level 41,Player 1,easy,68.05,363,23,495,"platformer,speedrun",0.285,0.74,0.939,0.823,2024-12-23 13:25:04.474234,1.0
25bbc202-7076-4e84-b29f-d291b4c40523,Level 42,Player 2,normal,76.27,590,97,490,"puzzle,technical",0.178,0.466,0.379,0.12,2024-12-23 13:25:04.474234,1.0
12c1254c-640e-458d-8cfa-f4b783a1f082,Level 43,Player 3,hard,53.73,781,25,429,"platformer,speedrun",0.734,0.139,0.15,0.633,2024-12-23 13:25:04.474234,1.0
2a6f4744-4403-410f-bf7c-1361dee431af,Level 44,Player 4,expert,45.1,482,98,335,"puzzle,technical",0.136,0.618,0.845,0.517,2024-12-23 13:25:04.474234,1.0
03a8022d-8fdb-4ade-bacf-5103b2b956df,Level 45,Player 5,easy,3.06,134,74,39,"platformer,speedrun",0.484,0.194,0.532,0.493,2024-12-23 13:25:04.474234,1.0
