level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
b3159b97-2bab-48a9-967e-ac00a5f64326,Level 1,Player 1,easy,7.72,825,49,7,"platformer,speedrun",0.598,0.745,0.709,0.235,2024-12-23 04:32:12.399542,1.0
04017b92-4f0e-4da1-bd18-6c5188e8b04a,Level 2,Player 2,normal,92.42,59,80,434,"puzzle,technical",0.44,0.339,0.02,0.029,2024-12-23 04:32:12.399542,1.0
53e27808-980c-4c62-a4da-c22163c865c1,Level 3,Player 3,hard,53.58,568,17,71,"platformer,speedrun",0.393,0.795,0.01,0.491,2024-12-23 04:32:12.399542,1.0
edcdf0b7-09ea-4bdf-b3df-8e7d2cc556ec,Level 4,Player 4,expert,65.39,475,31,380,"puzzle,technical",0.013,0.738,0.146,0.633,2024-12-23 04:32:12.399542,1.0
0590bd28-53d4-4c7d-9453-61b8c54baf43,Level 5,Player 5,easy,73.67,245,17,200,"platformer,speedrun",0.113,0.584,0.594,0.758,2024-12-23 04:32:12.399542,1.0
e1f82384-3357-4bec-8981-70439c99542c,Level 6,Player 6,normal,84.58,333,64,381,"puzzle,technical",0.028,0.473,0.872,0.811,2024-12-23 04:32:12.399542,1.0
fe2910ca-7186-4880-af63-1b84822a847e,Level 7,Player 7,hard,80.95,121,10,385,"platformer,speedrun",0.913,0.403,0.704,0.788,2024-12-23 04:32:12.399542,1.0
7730511a-9f9a-418c-a666-ffedf208c78c,Level 8,Player 8,expert,74.78,863,45,161,"puzzle,technical",0.382,0.553,0.171,0.753,2024-12-23 04:32:12.399542,1.0
8c86c9ee-ebed-4f42-9e56-d757e6705302,Level 9,Player 9,easy,6.41,752,53,240,"platformer,speedrun",0.022,0.364,0.304,0.691,2024-12-23 04:32:12.399542,1.0
7ed39e4c-61e9-48a0-973f-830a494b738d,Level 10,Player 10,normal,13.81,423,56,177,"puzzle,technical",0.59,0.142,0.674,0.733,2024-12-23 04:32:12.399542,1.0
5a2a95b0-f635-4e74-9ef1-bf89f287b52b,Level 11,Player 1,hard,77.43,221,9,300,"platformer,speedrun",0.18,0.305,0.659,0.473,2024-12-23 04:32:12.399542,1.0
76bca558-59ec-4d9d-9c8d-5f4491ae7844,Level 12,Player 2,expert,41.51,868,88,150,"puzzle,technical",0.529,0.51,0.696,0.989,2024-12-23 04:32:12.399542,1.0
12f840a9-5da0-4da9-b170-609022b510de,Level 13,Player 3,easy,51.54,370,44,337,"platformer,speedrun",0.477,0.972,0.519,0.485,2024-12-23 04:32:12.399542,1.0
efc35c13-4f2a-432f-b072-7aa1df8478e3,Level 14,Player 4,normal,74.73,26,6,257,"puzzle,technical",0.527,0.132,0.586,0.304,2024-12-23 04:32:12.399542,1.0
79dfc81c-608c-4eca-9e10-58ca996fc8e7,Level 15,Player 5,hard,50.34,96,42,372,"platformer,speedrun",0.795,0.621,0.634,0.859,2024-12-23 04:32:12.399542,1.0
