level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
f06eddfe-8736-41b4-8799-2fb3c8be522b,Level 1,Player 1,easy,69.65,939,33,230,"platformer,speedrun",0.362,0.786,0.97,0.43,2024-12-23 04:37:29.063503,1.0
d3b8ff0b-6aa9-4bf2-a202-09e2aec88722,Level 2,Player 2,normal,68.9,262,37,484,"puzzle,technical",0.05,0.882,0.609,0.745,2024-12-23 04:37:29.063503,1.0
37977878-1e16-45a0-be60-08c72f4628c9,Level 3,Player 3,hard,77.6,985,36,478,"platformer,speedrun",0.502,0.149,0.204,0.079,2024-12-23 04:37:29.063503,1.0
01783794-099b-4293-85f4-0a1335420554,Level 4,Player 4,expert,57.98,410,78,124,"puzzle,technical",0.078,0.773,0.497,0.389,2024-12-23 04:37:29.063503,1.0
3529d7ab-5ee2-4bcb-950c-219fa62eadb3,Level 5,Player 5,easy,7.09,44,46,2,"platformer,speedrun",0.74,0.655,0.066,0.011,2024-12-23 04:37:29.063503,1.0
713aa685-6135-4576-bd71-f197b4ce79ed,Level 6,Player 6,normal,75.34,108,73,329,"puzzle,technical",0.852,0.194,0.884,0.005,2024-12-23 04:37:29.063503,1.0
140cddd3-a0f7-49f1-be5c-545b8f2a57d6,Level 7,Player 7,hard,88.65,529,9,54,"platformer,speedrun",0.542,0.593,0.74,0.712,2024-12-23 04:37:29.063503,1.0
a5e2cd8a-eac7-4993-82dd-48c5f6585a44,Level 8,Player 8,expert,28.97,58,83,67,"puzzle,technical",0.751,0.884,0.042,0.595,2024-12-23 04:37:29.063503,1.0
9517ebc7-c4a3-452e-9088-1dc2acdea0b9,Level 9,Player 9,easy,26.2,893,8,423,"platformer,speedrun",0.415,0.441,0.333,0.927,2024-12-23 04:37:29.063503,1.0
baeb7668-e015-42d4-bbe1-57477360bdf5,Level 10,Player 10,normal,4.79,20,97,469,"puzzle,technical",0.375,0.965,0.365,0.093,2024-12-23 04:37:29.063503,1.0
a4fd1906-6ed7-4f31-bc74-6c403ceb807d,Level 11,Player 1,hard,69.06,386,26,370,"platformer,speedrun",0.637,0.82,0.375,0.673,2024-12-23 04:37:29.063503,1.0
5d9aa209-5b30-4e7a-8449-6f19741323d5,Level 12,Player 2,expert,96.92,71,84,283,"puzzle,technical",0.993,0.012,0.841,0.683,2024-12-23 04:37:29.063503,1.0
533d116b-cd52-4140-9023-27f561619a0c,Level 13,Player 3,easy,14.23,921,72,294,"platformer,speedrun",0.6,0.223,0.683,0.054,2024-12-23 04:37:29.063503,1.0
3e691a7a-b752-439e-805b-840edce7049b,Level 14,Player 4,normal,21.44,886,74,364,"puzzle,technical",0.432,0.701,0.753,0.161,2024-12-23 04:37:29.063503,1.0
3d77d1d6-8231-426d-85b2-1ff60119e2bb,Level 15,Player 5,hard,91.79,918,73,124,"platformer,speedrun",0.198,0.12,0.201,0.529,2024-12-23 04:37:29.063503,1.0
d0268a3e-555f-4299-9ce8-c629c6595ef3,Level 16,Player 6,expert,68.49,991,40,304,"puzzle,technical",0.404,0.604,0.451,0.589,2024-12-23 04:37:29.063503,1.0
0a467944-46c1-4ec0-8ed3-8e03549377ca,Level 17,Player 7,easy,90.88,12,23,20,"platformer,speedrun",0.33,0.039,0.877,0.33,2024-12-23 04:37:29.063503,1.0
82ee799d-7cfd-490a-884e-585a380cce45,Level 18,Player 8,normal,91.56,591,9,228,"puzzle,technical",0.347,0.743,0.653,0.304,2024-12-23 04:37:29.063503,1.0
f9ca8ac9-68ad-4cbd-87ce-5378b6d8e4ae,Level 19,Player 9,hard,0.15,869,81,235,"platformer,speedrun",0.711,0.384,0.154,0.384,2024-12-23 04:37:29.063503,1.0
b9070ca4-8405-4cf2-90de-4fc4c19270be,Level 20,Player 10,expert,72.93,300,35,300,"puzzle,technical",0.039,0.312,0.604,0.174,2024-12-23 04:37:29.063503,1.0
e2fe8ddc-8e12-458a-9b2e-534e4389352a,Level 21,Player 1,easy,32.03,649,59,283,"platformer,speedrun",0.725,0.138,0.663,0.444,2024-12-23 04:37:29.063503,1.0
70c73a05-d87c-4e6e-8c66-c40fb540ebcf,Level 22,Player 2,normal,80.5,22,81,266,"puzzle,technical",0.297,0.125,0.288,0.568,2024-12-23 04:37:29.063503,1.0
45a1ca4a-e6a5-4a4e-ba94-11f2263d69c5,Level 23,Player 3,hard,76.25,272,46,135,"platformer,speedrun",0.663,0.097,0.006,0.219,2024-12-23 04:37:29.063503,1.0
c3909806-6e3f-422f-bc03-17b5a73ecf34,Level 24,Player 4,expert,29.36,709,4,16,"puzzle,technical",0.577,0.224,0.778,0.908,2024-12-23 04:37:29.063503,1.0
288e068b-f62d-44b1-a8c1-2d219e5b719f,Level 25,Player 5,easy,66.78,272,68,111,"platformer,speedrun",0.301,0.181,0.836,0.159,2024-12-23 04:37:29.063503,1.0
ba5e1c34-761b-479a-97d5-b82eeaec67b6,Level 26,Player 6,normal,21.57,859,80,88,"puzzle,technical",0.962,0.656,0.73,0.937,2024-12-23 04:37:29.063503,1.0
b2653df7-95e3-4e3a-a578-9935639d1f3f,Level 27,Player 7,hard,50.07,903,65,40,"platformer,speedrun",0.176,0.544,0.402,0.925,2024-12-23 04:37:29.063503,1.0
ace45984-2e7e-417e-b7f4-79128b7b738b,Level 28,Player 8,expert,25.63,358,65,290,"puzzle,technical",0.394,0.13,0.757,0.435,2024-12-23 04:37:29.063503,1.0
089b4d2c-d253-4b8a-b7e2-05e1656e4c2e,Level 29,Player 9,easy,93.85,86,20,269,"platformer,speedrun",0.879,0.573,0.448,0.067,2024-12-23 04:37:29.063503,1.0
ca40def0-563a-44f8-ae99-d0c53a65c755,Level 30,Player 10,normal,62.85,514,77,305,"puzzle,technical",0.143,0.081,0.12,0.04,2024-12-23 04:37:29.063503,1.0
c6dd88a4-48cf-4109-913e-2d75cdc801df,Level 31,Player 1,hard,43.17,939,49,236,"platformer,speedrun",0.549,0.249,0.487,0.254,2024-12-23 04:37:29.063503,1.0
b78c6644-c75c-4a0d-9c94-203946412579,Level 32,Player 2,expert,46.15,855,12,37,"puzzle,technical",0.275,0.639,0.077,0.425,2024-12-23 04:37:29.063503,1.0
c618b964-07c0-47d3-8d46-97f75d365589,Level 33,Player 3,easy,65.36,627,43,281,"platformer,speedrun",0.367,0.462,0.321,0.161,2024-12-23 04:37:29.063503,1.0
9af35402-118d-4893-9026-760307ab33b3,Level 34,Player 4,normal,13.4,879,64,438,"puzzle,technical",0.554,0.296,0.229,0.544,2024-12-23 04:37:29.063503,1.0
aa5f3f7f-cd17-475f-b0cb-0e51b07f8ad6,Level 35,Player 5,hard,43.31,50,80,173,"platformer,speedrun",0.254,0.816,0.459,0.373,2024-12-23 04:37:29.063503,1.0
4f5298b1-4a32-4f5f-9844-a231103d228a,Level 36,Player 6,expert,17.96,447,8,177,"puzzle,technical",0.023,0.459,0.331,0.721,2024-12-23 04:37:29.063503,1.0
d38c15d8-2d6a-4c16-a944-30c621496e0b,Level 37,Player 7,easy,53.38,440,22,358,"platformer,speedrun",0.469,0.951,0.872,0.563,2024-12-23 04:37:29.063503,1.0
a29dd97f-34b8-4e30-a177-0e40a037e9a2,Level 38,Player 8,normal,8.78,564,48,76,"puzzle,technical",0.174,0.954,0.795,0.269,2024-12-23 04:37:29.063503,1.0
8c436f24-4ed4-45e6-bbef-1ec138ba9c7b,Level 39,Player 9,hard,12.86,233,39,435,"platformer,speedrun",0.687,0.04,0.972,0.896,2024-12-23 04:37:29.063503,1.0
e735dd5b-87cf-474b-aa59-943a0b51ee4b,Level 40,Player 10,expert,91.6,804,22,485,"puzzle,technical",0.702,0.773,0.906,0.529,2024-12-23 04:37:29.063503,1.0
95ed1f27-eb65-472f-b3a7-94dc8df9812c,Level 41,Player 1,easy,26.39,590,91,440,"platformer,speedrun",0.238,0.724,0.714,0.676,2024-12-23 04:37:29.063503,1.0
2f733633-ba5d-454b-99cb-a5db65b7636d,Level 42,Player 2,normal,2.26,625,12,116,"puzzle,technical",0.738,0.944,0.17,0.458,2024-12-23 04:37:29.063503,1.0
46a6112a-a907-4eb5-844e-93d1e7439445,Level 43,Player 3,hard,82.11,752,90,409,"platformer,speedrun",0.126,0.18,0.805,0.632,2024-12-23 04:37:29.063503,1.0
16f45651-164f-453e-8d7f-bb838e6d4ece,Level 44,Player 4,expert,30.76,786,41,288,"puzzle,technical",0.109,0.334,0.314,0.314,2024-12-23 04:37:29.063503,1.0
55315473-4cf1-48e0-b819-639f61d9c900,Level 45,Player 5,easy,47.17,430,15,257,"platformer,speedrun",0.506,0.131,0.863,0.699,2024-12-23 04:37:29.063503,1.0
eb2c5935-c130-4299-9092-f3db14b4e050,Level 46,Player 6,normal,59.63,196,59,142,"puzzle,technical",0.534,0.635,0.144,0.819,2024-12-23 04:37:29.063503,1.0
ecfa5851-1839-4cfd-9090-bb772cc47838,Level 47,Player 7,hard,72.19,569,51,454,"platformer,speedrun",0.134,0.676,0.44,0.615,2024-12-23 04:37:29.063503,1.0
612ce10d-63a7-423c-8c22-9a56db8fdd47,Level 48,Player 8,expert,51.12,859,74,368,"puzzle,technical",0.147,0.616,0.147,0.069,2024-12-23 04:37:29.063503,1.0
19b9b9db-181e-45ae-8e51-d7175515fb7d,Level 49,Player 9,easy,21.13,290,99,32,"platformer,speedrun",0.769,0.788,0.583,0.145,2024-12-23 04:37:29.063503,1.0
9c232ede-2957-4824-bca8-65cc19adbef3,Level 50,Player 10,normal,52.77,459,28,459,"puzzle,technical",0.917,0.513,0.609,0.473,2024-12-23 04:37:29.063503,1.0
2c0a53fb-7e3d-44b7-999c-afcca86e62d9,Level 51,Player 1,hard,62.42,23,88,224,"platformer,speedrun",0.679,0.629,0.481,0.297,2024-12-23 04:37:29.063503,1.0
5ecd2054-c43f-46cb-b83a-a6078c536a95,Level 52,Player 2,expert,78.45,559,73,183,"puzzle,technical",0.214,0.8,0.842,0.997,2024-12-23 04:37:29.063503,1.0
