level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
5a1f7ef0-f831-44e6-abbc-a6e8abdd1846,Level 1,Player 1,easy,2.64,380,54,72,"platformer,speedrun",0.195,0.104,0.85,0.412,2024-12-23 04:37:25.728969,1.0
5f3118d0-bb47-4d8e-b108-379398a0cadc,Level 2,Player 2,normal,76.56,321,13,292,"puzzle,technical",0.204,0.926,0.205,0.944,2024-12-23 04:37:25.728969,1.0
9084a60c-098e-421c-b238-2ce1334d3404,Level 3,Player 3,hard,77.41,598,32,406,"platformer,speedrun",0.511,0.881,0.753,0.031,2024-12-23 04:37:25.728969,1.0
199e4aba-7633-4bf6-bc73-5ec64e41253b,Level 4,Player 4,expert,89.94,403,12,270,"puzzle,technical",0.084,0.293,0.49,0.67,2024-12-23 04:37:25.728969,1.0
8638c4b5-5b01-43d9-bbfd-9d9c7ec11ded,Level 5,Player 5,easy,85.54,166,16,420,"platformer,speedrun",0.404,0.786,0.972,0.53,2024-12-23 04:37:25.728969,1.0
3d72f483-6e5d-4b5d-8f95-bcebc1d85008,Level 6,Player 6,normal,32.0,882,26,76,"puzzle,technical",0.886,0.285,0.401,0.16,2024-12-23 04:37:25.728969,1.0
d077fed7-58ff-4504-b9c1-ce641fb01970,Level 7,Player 7,hard,20.35,808,86,51,"platformer,speedrun",0.58,0.832,0.498,0.882,2024-12-23 04:37:25.728969,1.0
e7090857-c4e6-4b28-bf87-3759acce8fc5,Level 8,Player 8,expert,39.71,348,4,406,"puzzle,technical",0.501,0.053,0.244,0.629,2024-12-23 04:37:25.728969,1.0
2e7fdc6e-742e-40ad-82da-eab5837c6215,Level 9,Player 9,easy,80.93,560,63,250,"platformer,speedrun",0.552,0.088,0.485,0.87,2024-12-23 04:37:25.728969,1.0
f1f17ba0-9f28-40b8-a4e3-a2cc799e304f,Level 10,Player 10,normal,69.87,439,97,404,"puzzle,technical",0.795,0.487,0.266,0.317,2024-12-23 04:37:25.728969,1.0
280d42df-793e-4d01-83fc-6342f7924182,Level 11,Player 1,hard,88.76,732,50,283,"platformer,speedrun",0.241,0.937,0.827,0.263,2024-12-23 04:37:25.728969,1.0
f6d8bd5e-784b-47ca-b29c-246da01b9386,Level 12,Player 2,expert,18.92,225,79,468,"puzzle,technical",0.917,0.002,0.876,0.803,2024-12-23 04:37:25.728969,1.0
c8d8dac5-ea3d-4a2e-afb6-3233027ca0dc,Level 13,Player 3,easy,92.74,281,66,196,"platformer,speedrun",0.968,0.057,0.203,0.827,2024-12-23 04:37:25.728969,1.0
1b6dfdb5-dc1d-4638-86ed-a7e3d68da8fb,Level 14,Player 4,normal,65.58,956,91,330,"puzzle,technical",0.829,0.908,0.588,0.178,2024-12-23 04:37:25.728969,1.0
7b490977-ec1d-4523-a74f-5354d2af72d1,Level 15,Player 5,hard,17.34,25,2,98,"platformer,speedrun",0.413,0.149,0.264,0.05,2024-12-23 04:37:25.728969,1.0
51736a43-911d-4657-8714-33540aec2538,Level 16,Player 6,expert,88.9,125,35,260,"puzzle,technical",0.014,0.3,0.252,0.964,2024-12-23 04:37:25.728969,1.0
8d001d9f-d826-4adf-ba63-f821f7970cd3,Level 17,Player 7,easy,20.43,797,24,303,"platformer,speedrun",0.828,0.805,0.092,0.948,2024-12-23 04:37:25.728969,1.0
82867d92-836a-42f2-80a7-86028b985321,Level 18,Player 8,normal,73.79,155,26,146,"puzzle,technical",0.307,0.221,0.384,0.239,2024-12-23 04:37:25.728969,1.0
4866f4a8-043b-4315-9c87-274708d239f7,Level 19,Player 9,hard,23.68,49,61,272,"platformer,speedrun",0.489,0.847,0.527,0.417,2024-12-23 04:37:25.728969,1.0
7128b58d-4bdf-40ed-b8a8-b5d0f4a7d221,Level 20,Player 10,expert,81.74,289,97,246,"puzzle,technical",0.661,0.498,0.296,0.767,2024-12-23 04:37:25.728969,1.0
422e0c54-9704-4dfb-b242-03171d508d2d,Level 21,Player 1,easy,53.04,952,83,214,"platformer,speedrun",0.221,0.782,0.344,0.391,2024-12-23 04:37:25.728969,1.0
5d988b20-0199-4f3f-b6ee-58d07b6d737f,Level 22,Player 2,normal,10.76,433,83,156,"puzzle,technical",0.703,0.513,0.076,0.899,2024-12-23 04:37:25.728969,1.0
db90457e-fe61-446f-9dda-e713bcc7f504,Level 23,Player 3,hard,87.48,866,71,277,"platformer,speedrun",0.59,0.933,0.871,0.375,2024-12-23 04:37:25.728969,1.0
0c576522-e61a-4955-be66-0b0c7d68b365,Level 24,Player 4,expert,32.64,115,83,409,"puzzle,technical",0.987,0.049,0.907,0.04,2024-12-23 04:37:25.728969,1.0
f331fad4-f506-4746-845e-ec5bfb330f90,Level 25,Player 5,easy,18.87,319,87,192,"platformer,speedrun",0.418,0.826,0.378,0.128,2024-12-23 04:37:25.728969,1.0
03b3000b-ebfe-437d-a63e-2e0351e5804e,Level 26,Player 6,normal,6.66,776,12,210,"puzzle,technical",0.372,0.285,0.956,0.078,2024-12-23 04:37:25.728969,1.0
370e8144-4632-44c9-a4b9-0075b74663c2,Level 27,Player 7,hard,11.36,597,87,252,"platformer,speedrun",0.522,0.952,0.505,0.972,2024-12-23 04:37:25.728969,1.0
3418835a-a52a-48a1-bed3-e72b773d1bf4,Level 28,Player 8,expert,21.62,256,39,143,"puzzle,technical",0.766,0.574,0.725,0.542,2024-12-23 04:37:25.728969,1.0
a137b248-1cd5-4a0f-ade8-0380f8349d31,Level 29,Player 9,easy,36.61,587,12,360,"platformer,speedrun",0.177,0.571,0.207,0.209,2024-12-23 04:37:25.728969,1.0
c0bab5c4-c55e-4dcd-9a7b-a374c37350cb,Level 30,Player 10,normal,59.97,620,44,195,"puzzle,technical",0.523,0.261,0.022,0.086,2024-12-23 04:37:25.728969,1.0
5ee353d4-39a7-4e78-aa16-fe5907a20e7e,Level 31,Player 1,hard,71.31,98,3,153,"platformer,speedrun",0.686,0.247,0.687,0.321,2024-12-23 04:37:25.728969,1.0
a2971cc2-5532-4b58-8609-d04a8515d6c7,Level 32,Player 2,expert,8.74,636,22,363,"puzzle,technical",0.048,0.452,0.48,0.134,2024-12-23 04:37:25.728969,1.0
4703c400-995b-4274-969f-7c56f40d1ae4,Level 33,Player 3,easy,86.12,51,76,95,"platformer,speedrun",0.192,0.582,0.116,0.046,2024-12-23 04:37:25.728969,1.0
38bdce21-5853-4939-a8f1-2cdd855f37d9,Level 34,Player 4,normal,73.28,437,93,350,"puzzle,technical",0.675,0.994,0.531,0.624,2024-12-23 04:37:25.728969,1.0
12afea27-5df7-4975-849c-4f1df5559023,Level 35,Player 5,hard,43.37,698,8,38,"platformer,speedrun",0.98,0.078,0.796,0.525,2024-12-23 04:37:25.728969,1.0
64e94fbb-7246-414a-acd7-315cd683ed26,Level 36,Player 6,expert,87.04,429,45,87,"puzzle,technical",0.099,0.288,0.371,0.522,2024-12-23 04:37:25.728969,1.0
2fd8f93a-8c7f-4f9a-9cef-2079060875cc,Level 37,Player 7,easy,48.57,482,80,146,"platformer,speedrun",0.269,0.444,0.277,0.044,2024-12-23 04:37:25.728969,1.0
cdd06602-83f9-4651-b63c-679bd5095bbf,Level 38,Player 8,normal,34.59,160,16,155,"puzzle,technical",0.74,0.25,0.17,0.394,2024-12-23 04:37:25.728969,1.0
eb26ae8b-e0e6-49c1-b37a-6807b747e398,Level 39,Player 9,hard,24.24,236,81,215,"platformer,speedrun",0.265,0.153,0.806,0.043,2024-12-23 04:37:25.728969,1.0
ff662271-2fdb-48f3-84a6-5c987daee889,Level 40,Player 10,expert,75.62,199,13,164,"puzzle,technical",0.256,0.82,0.275,0.128,2024-12-23 04:37:25.728969,1.0
59827fb0-0b2a-4da9-9f53-31a630791637,Level 41,Player 1,easy,50.51,954,38,1,"platformer,speedrun",0.286,0.709,0.81,0.719,2024-12-23 04:37:25.728969,1.0
6340d542-a346-4412-bcbb-79a5e37cdbd9,Level 42,Player 2,normal,84.85,37,83,163,"puzzle,technical",0.866,0.62,0.831,0.697,2024-12-23 04:37:25.728969,1.0
03db2ab5-c7a9-4c97-8c85-d3931542388b,Level 43,Player 3,hard,70.01,442,65,416,"platformer,speedrun",0.762,0.732,0.708,0.585,2024-12-23 04:37:25.728969,1.0
85dc1f15-4a8b-4c87-9dbd-d4da93d609e8,Level 44,Player 4,expert,56.99,770,22,190,"puzzle,technical",0.677,0.211,0.37,0.325,2024-12-23 04:37:25.728969,1.0
e881bbee-87dd-4dce-abe1-51dadf106fc1,Level 45,Player 5,easy,76.24,244,67,66,"platformer,speedrun",0.093,0.044,0.377,0.434,2024-12-23 04:37:25.728969,1.0
1248e9a7-61cc-4d5d-8457-25dc4ec3a242,Level 46,Player 6,normal,61.35,937,75,123,"puzzle,technical",0.594,0.696,0.703,0.037,2024-12-23 04:37:25.728969,1.0
84061ce8-734f-4301-82e6-d8bfebda9904,Level 47,Player 7,hard,19.85,850,47,235,"platformer,speedrun",0.881,0.803,0.304,0.398,2024-12-23 04:37:25.728969,1.0
3bee713a-7269-47b0-ba94-cbef4b95daa3,Level 48,Player 8,expert,1.06,177,49,390,"puzzle,technical",0.371,0.373,0.805,0.954,2024-12-23 04:37:25.728969,1.0
453920e2-1103-4f21-b042-f000de2f9337,Level 49,Player 9,easy,74.0,667,80,39,"platformer,speedrun",0.85,0.352,0.601,0.659,2024-12-23 04:37:25.728969,1.0
ebe261e7-f2e2-4d95-b444-c163ffcb33b3,Level 50,Player 10,normal,35.43,427,89,347,"puzzle,technical",0.474,0.39,0.948,0.328,2024-12-23 04:37:25.728969,1.0
0ba3b08c-461a-405b-a922-c2c8286d2031,Level 51,Player 1,hard,94.25,616,39,192,"platformer,speedrun",0.241,0.499,0.326,0.225,2024-12-23 04:37:25.728969,1.0
bdce149d-5161-42ae-a197-74ebd0160c2b,Level 52,Player 2,expert,70.57,420,15,464,"puzzle,technical",0.201,0.152,0.839,0.036,2024-12-23 04:37:25.728969,1.0
90c523b5-f4c5-44f5-916f-681800bde619,Level 53,Player 3,easy,26.06,717,99,478,"platformer,speedrun",0.826,0.549,0.081,0.116,2024-12-23 04:37:25.728969,1.0
