level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
1a208dc5-2fe4-4341-a0e3-9d365f0da313,Level 1,Player 1,easy,58.87,200,14,170,"platformer,speedrun",0.64,0.194,0.032,0.983,2024-12-27 12:08:10.851588,1.0
13639bc2-aac4-4d78-b4f3-47cd494028ff,Level 2,Player 2,normal,58.3,183,72,366,"puzzle,technical",0.621,0.002,0.739,0.099,2024-12-27 12:08:10.851588,1.0
68960c47-dc5f-4120-ba52-334947afa3dd,Level 3,Player 3,hard,31.15,365,75,386,"platformer,speedrun",0.448,0.591,0.087,0.88,2024-12-27 12:08:10.851588,1.0
61d9e163-7629-4edb-87d5-acb2e29af46b,Level 4,Player 4,expert,25.39,947,95,176,"puzzle,technical",0.326,0.427,0.937,0.239,2024-12-27 12:08:10.851588,1.0
a2b165b9-cbee-4b4c-b21b-ec5f5e759394,Level 5,Player 5,easy,36.11,203,88,178,"platformer,speedrun",0.651,0.762,0.693,0.614,2024-12-27 12:08:10.851588,1.0
8561e7fb-9070-4acb-a5d5-cbe2c070b854,Level 6,Player 6,normal,72.14,98,59,440,"puzzle,technical",0.652,0.635,0.721,0.173,2024-12-27 12:08:10.851588,1.0
a0f5eac2-f598-4a42-a104-52df5740c8cf,Level 7,Player 7,hard,49.91,437,78,460,"platformer,speedrun",0.451,0.014,0.088,0.315,2024-12-27 12:08:10.851588,1.0
01c15dcb-3691-48f3-8e03-8d51ab51c98e,Level 8,Player 8,expert,47.91,203,94,289,"puzzle,technical",0.318,0.284,0.023,0.071,2024-12-27 12:08:10.851588,1.0
c9260fe7-c46d-4d05-841a-27c16c75a9ae,Level 9,Player 9,easy,72.88,723,5,481,"platformer,speedrun",0.796,0.198,0.718,0.084,2024-12-27 12:08:10.851588,1.0
9d6da14d-8c8c-4292-8567-7094160fbbbd,Level 10,Player 10,normal,66.09,91,83,411,"puzzle,technical",0.701,0.84,0.094,0.228,2024-12-27 12:08:10.851588,1.0
