level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
02b4c6e9-1ca1-4550-a9ed-4265ef1c9c3d,Level 1,Player 1,easy,44.14,792,68,44,"platformer,speedrun",0.762,0.401,0.278,0.166,2024-12-23 05:47:37.502993,1.0
e702acb3-4e80-4dca-9fb3-84763daafe0b,Level 2,Player 2,normal,82.72,774,61,159,"puzzle,technical",0.155,0.684,0.743,0.827,2024-12-23 05:47:37.502993,1.0
f8196c15-49f0-493c-b2b0-88afaf436929,Level 3,Player 3,hard,2.02,980,97,178,"platformer,speedrun",0.572,0.666,0.321,0.206,2024-12-23 05:47:37.502993,1.0
05c4e55a-52c5-4f5d-b954-19c0915477d2,Level 4,Player 4,expert,81.76,808,67,168,"puzzle,technical",0.397,0.919,0.687,0.199,2024-12-23 05:47:37.502993,1.0
f5b95271-0792-4b54-a060-db053fe86496,Level 5,Player 5,easy,13.48,557,33,5,"platformer,speedrun",0.125,0.564,0.482,0.862,2024-12-23 05:47:37.502993,1.0
45e6d564-064a-4a52-af05-06dc152d07e0,Level 6,Player 6,normal,80.54,678,68,112,"puzzle,technical",0.277,0.07,0.152,0.56,2024-12-23 05:47:37.502993,1.0
88e7c8f4-f7b6-4c15-8c14-dd612374dcd8,Level 7,Player 7,hard,80.49,898,23,347,"platformer,speedrun",0.807,0.982,0.939,0.45,2024-12-23 05:47:37.502993,1.0
e2a8ad99-90c4-4f4a-ad03-e8cbb1ec7990,Level 8,Player 8,expert,5.49,257,45,308,"puzzle,technical",0.28,0.605,0.003,0.784,2024-12-23 05:47:37.502993,1.0
85755289-a28b-4628-9d19-b2d1cca3d8be,Level 9,Player 9,easy,44.46,994,25,11,"platformer,speedrun",0.8,0.656,0.84,0.605,2024-12-23 05:47:37.502993,1.0
df85098f-4a18-4c07-bb51-6396ff506b18,Level 10,Player 10,normal,69.46,956,74,303,"puzzle,technical",0.15,0.131,0.256,0.377,2024-12-23 05:47:37.502993,1.0
2fcdd8ed-b45d-4d69-bb1a-07c7e50020d9,Level 11,Player 1,hard,86.98,139,85,350,"platformer,speedrun",0.015,0.904,0.546,0.884,2024-12-23 05:47:37.502993,1.0
5d19d14e-ec31-4412-8963-b0e06080767b,Level 12,Player 2,expert,10.44,840,85,82,"puzzle,technical",0.344,0.937,0.238,0.335,2024-12-23 05:47:37.502993,1.0
15fd4e2c-f575-4a74-a0e9-111327407c36,Level 13,Player 3,easy,56.67,88,31,180,"platformer,speedrun",0.347,0.123,0.603,0.601,2024-12-23 05:47:37.502993,1.0
