level_id,title,maker,difficulty,clear_rate,attempts,clears,likes,tags,completion_rate,difficulty_score,popularity_score,engagement_score,timestamp,data_version
2ff768dc-6d1b-4992-adfe-864c921e918f,Level 1,Player 1,easy,79.91,970,86,370,"platformer,speedrun",0.242,0.165,0.994,0.265,2024-12-23 04:37:11.126573,1.0
6187dd8f-646a-4d3e-8758-3290ffeda26b,Level 2,Player 2,normal,47.3,600,47,134,"puzzle,technical",0.628,0.305,0.17,0.314,2024-12-23 04:37:11.126573,1.0
1cf3240f-c23e-4a7a-a5ea-7f5f2f7338d0,Level 3,Player 3,hard,51.17,970,75,451,"platformer,speedrun",0.744,0.214,0.094,0.527,2024-12-23 04:37:11.126573,1.0
fadf2385-3681-42a1-abc6-b8a3cf2119c7,Level 4,Player 4,expert,52.4,491,24,141,"puzzle,technical",0.109,0.707,0.588,0.578,2024-12-23 04:37:11.126573,1.0
3654404e-3405-44ba-92ef-e204394b9255,Level 5,Player 5,easy,63.72,774,26,363,"platformer,speedrun",0.759,0.839,0.52,0.719,2024-12-23 04:37:11.126573,1.0
604f08a7-0cd9-42b7-ab53-968e3b941702,Level 6,Player 6,normal,13.19,686,67,165,"puzzle,technical",0.896,0.176,0.822,0.028,2024-12-23 04:37:11.126573,1.0
06e170c0-a775-42af-9394-9a4c2f26f6e0,Level 7,Player 7,hard,95.16,917,23,382,"platformer,speedrun",0.665,0.984,0.276,0.312,2024-12-23 04:37:11.126573,1.0
382b0897-5c4a-4de6-aa0f-1f5882dd4531,Level 8,Player 8,expert,20.9,375,16,401,"puzzle,technical",0.462,0.923,0.547,0.568,2024-12-23 04:37:11.126573,1.0
d9b0739a-1be8-4d19-9d42-4699a8115a3c,Level 9,Player 9,easy,57.73,380,74,24,"platformer,speedrun",0.904,0.326,0.623,0.897,2024-12-23 04:37:11.126573,1.0
678ec16e-97f7-47ce-ad84-16deb0432a09,Level 10,Player 10,normal,71.99,655,80,30,"puzzle,technical",0.857,0.623,0.738,0.44,2024-12-23 04:37:11.126573,1.0
d3ee9571-9367-46da-8381-cafd2333c766,Level 11,Player 1,hard,96.15,234,32,304,"platformer,speedrun",0.435,0.226,0.203,0.506,2024-12-23 04:37:11.126573,1.0
43223321-4975-48b3-9794-06ad00ea8b9c,Level 12,Player 2,expert,60.56,904,64,110,"puzzle,technical",0.793,0.033,0.627,0.228,2024-12-23 04:37:11.126573,1.0
bf30105b-d24f-4299-8a6a-d1c2431bb8a9,Level 13,Player 3,easy,37.33,814,41,265,"platformer,speedrun",0.711,0.004,0.319,0.836,2024-12-23 04:37:11.126573,1.0
8c344c96-21c1-4896-9f1a-2573b166496f,Level 14,Player 4,normal,56.68,248,97,342,"puzzle,technical",0.292,0.853,0.78,0.257,2024-12-23 04:37:11.126573,1.0
c7eecc50-00b4-41fe-84b1-bbe6d061fcdd,Level 15,Player 5,hard,56.53,339,80,298,"platformer,speedrun",0.397,0.327,0.152,0.264,2024-12-23 04:37:11.126573,1.0
187475dc-2a71-4d04-9eb8-a350b409ae5a,Level 16,Player 6,expert,30.07,345,61,145,"puzzle,technical",0.623,0.884,0.444,0.353,2024-12-23 04:37:11.126573,1.0
78495817-3ded-4acb-8492-7f30fcefa4d2,Level 17,Player 7,easy,44.92,320,66,160,"platformer,speedrun",0.224,0.391,0.305,0.799,2024-12-23 04:37:11.126573,1.0
7e004751-e7f1-4532-b3dd-0eaa4dbb4aa9,Level 18,Player 8,normal,11.11,858,15,460,"puzzle,technical",0.594,0.14,0.867,0.216,2024-12-23 04:37:11.126573,1.0
905715d1-9c8c-4a98-a877-b70265ea3922,Level 19,Player 9,hard,14.09,412,1,363,"platformer,speedrun",0.79,0.548,0.966,0.023,2024-12-23 04:37:11.126573,1.0
48e6fe89-aebe-4952-ac30-d550b10764cd,Level 20,Player 10,expert,80.91,777,16,135,"puzzle,technical",0.713,0.187,0.046,0.167,2024-12-23 04:37:11.126573,1.0
69dbe7e8-f170-484c-93a8-cae663912243,Level 21,Player 1,easy,39.4,146,82,365,"platformer,speedrun",0.095,0.101,0.678,0.779,2024-12-23 04:37:11.126573,1.0
b39188ae-e257-427d-9604-8d3afc0e2aae,Level 22,Player 2,normal,76.81,131,95,191,"puzzle,technical",0.789,0.543,0.389,0.678,2024-12-23 04:37:11.126573,1.0
